address_title,address_type,address_line1,address_line2,city,state,country,pincode,is_primary_address,is_shipping_address,gstin,gst_category,links.link_doctype,links.link_name
VALIYA LOGISTICS,Billing,"201-202, SUDARSHAN ENCLAVE","BSNL ROAD, SECTOR-3, UDAIPUR, RAJASTHAN",UDAIPUR,Rajasthan,India,,1,1,08AAPFV0677F1ZR,Registered Regular,Customer,IMP-20260324-CUST-0363
HARSHIKESH TRADERS,Billing,I.P.C.L. ROAD,"RANOLI, VADODARA","RANOLI, VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0776
KGN AUTO GARAGE,Billing,SHAHYOG HOTEL,"PADRA JAMBUSAR ROAD, HARNMAD, BARODA","HARNMAD, BARODA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0777
TVISHA REPOWERING,Billing,OPP. G.S.F.C. MAIN GATE,"NR.YURAJ HOTEL, CHHANI, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0778
Raisoni Tyre House,Billing,"A. B. ROAD, KAILASH MARKET","NEAR RTO OFFICE, DHULE",DHULE,Maharashtra,India,,1,1,27AMIPS0837M1ZI,Registered Regular,Supplier,IMP-20260324-SUP-0779
MARUTI DIESEL,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24BXOPR2104Q1Z0,Registered Regular,Supplier,IMP-20260324-SUP-0781
SARANI ZINABBEN RIZVANALI,Billing,BARODA,,BARODA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0782
A-1 ACID LTD.,Billing,"FP.NO, 36/2, 36/5, VILL: SAIJPUR","NR. AMBER GUM FACTORY MARIA PARK, OPP: COZY HOTEL, NAROL SARKHEJ RD., AHMEDABAD-382405",AHMEDABAD,Gujarat,India,382405,1,1,24AAECA6907F1ZY,Registered Regular,Customer,IMP-20260324-CUST-0364
VINAYAK CHEMICAL TRADING COMPANY,Billing,"GF 12, TOWER C, TIME SQUARE","PETROL PUMP, FATEHGUNJ, VADODARA-390002",VADODARA,Gujarat,India,390002,1,1,24AEMPJ3017L1ZI,Registered Regular,Customer,IMP-20260324-CUST-0365
MARWA TRUCKING PRIVATE LIMITED,Billing,RAJASTHAN,,Rajasthan,Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0784
SANDEEP TRUCKS PRIVATE LIMITED,Billing,RAJASTHAN,,Rajasthan,Rajasthan,India,,1,1,08ABBCS4112Q1Z3,Registered Regular,Supplier,IMP-20260324-SUP-0785
PAYAL POLYPLAST PVT LIMITED,Billing,PLOT.NO. D-II/CH-II/ G.I.D.C.,"INDUSTRIAL AREA, TAL: VAGRA, DAHEJ, BHARUCH-392130","DAHEJ, BHARUCH",Gujarat,India,392130,1,1,24AAFCP5296B1ZI,Registered Regular,Customer,IMP-20260324-CUST-0366
PRIYANKA AUTO TRADERS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24BIQPP8311L1ZR,Registered Regular,Supplier,IMP-20260324-SUP-0787
Coromandel International Ltd. - Hospet,Billing,"101/102, Hulgi Road","Munirabad RS, Hospet",Hospet,Karnataka,India,,1,1,29AAACC7852K1Z9,Registered Regular,Customer,IMP-20260324-CUST-0367
JANKI TYRES,Billing,CHALIZGOAN CHOUFULI,"CHALISGOAN ROAD, MOHADI UP NAGER, DHULE",DHULE,Maharashtra,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0788
MOHAN POORAN SING,Billing,VATAMAN,,VATAMAN,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0789
SHIVMANI MOTORS PRIVATE LTD,Billing,GUJARAT,,Gujarat,Gujarat,India,,1,1,24ABBCS5894D1Z9,Registered Regular,Supplier,IMP-20260324-SUP-0790
STAR ENGINEERING WELDING WORKS,Billing,DAHEJ MAIN ROAD,"NR. RAILWAY FATA, DAHEJ, BHARUCH","DAHEJ, BHARUCH",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0791
KESARI AUTOMOTIVES PRIVATE LIMITED,Billing,KRUPALU NAGAR SOCIETY,"C-35, OPP HIRABA SCHOOL, MAHADEVNAGAR, VASTRAL, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AAHCK8425H1ZG,Registered Regular,Supplier,IMP-20260324-SUP-0793
GLOBAL WHEEL ALLIGNMENT,Billing,"11, KARNAVATI SHOPPING CENTER, OPP. CARGO MOTORS","AHMEDABAD HIGHWAY, PALANPUR",PALANPUR,Gujarat,India,,1,1,24AURPC5052F1ZT,Registered Regular,Supplier,IMP-20260324-SUP-0794
Verahi Automobiles,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AWMPN8864H1ZX,Registered Regular,Supplier,IMP-20260324-SUP-0796
AAZAM HYDRAULIC PIPES,Billing,"N.H. NO.8, DHANLAXMI PETROL PUMP","NR. PUNJAB AUTOMOBILES, RANOLI",GUJARAT,Punjab,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0797
SABARI MOTOR GARAGE,Billing,RANOLI CROSSING,"N.H. NO. 8, RANOLI, VADODARA",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0798
TANAY INORGANICS PRIVATE LIMITED,Billing,"D-14/65, MIDC UMRED","Tehsil: UMRED, Dist: Nagpur",Dist: Nagpur,Maharashtra,India,,1,1,27AAJCT7874K1ZH,Registered Regular,Customer,IMP-20260324-CUST-0368
SHREE KRISHNA MOTOR GARAGE,Billing,BHILWARA ROAD,"CHANDERIYA, CHITTORGARH ( RAJ. )",CHITTORGARH ( RAJ. ),Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0800
SURAT LEUVA PATIDAR PRAGATI MANDAL,Billing,SURAT,,SURAT,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0801
SHREE CEMENT LIMITED,Billing,"BANGUR NAGAR, POST BOX NO.33","MASUDA ROAD, ANDHERI DEORI BEWAR, BEAWAR-305901. RAJASTHAN.",BEAWAR-. RAJASTHAN,Rajasthan,India,305901,1,1,08AACCS8796G1ZR,Registered Regular,Customer,IMP-20260324-CUST-0369
SHREE ASHAPURA MOTOR BODY REPAIRING WORKS,Billing,OPP. DHANLAXMI PETROL PUMP,"N.H.NO. 8, RANOLI, DIST. VADODARA",DIST. VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0802
BODAL CHEMICALS LIMITED,Billing,"301 TO 430, 433 TO 440/1, GIDC","SAYKHA, BHARUCH-392140",BHARUCH,Gujarat,India,392140,1,1,24AAACD5352M1ZN,Registered Regular,Customer,IMP-20260324-CUST-0370
JAY DURGA AUTO GARAGE,Billing,IPCL ROAD,"NR. KATHIAWADI HOTEL, RANOLI, BARODA","RANOLI, BARODA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0803
ROHAN DYES & INTERMEDIATES LIMITED,Billing,"PLOT.NO. 115, 123, PHASE-1","GIDC, VATVA, AHMEDABAD-382445, GUJARAT",AHMEDABAD,Gujarat,India,382445,1,1,24AAACR1848N1Z6,Registered Regular,Customer,IMP-20260324-CUST-0371
BODAL CHEMICALS LTD. - UNIT-V.,Billing,"PLOT NO. 301 TO 430, 433 TO 440/1","JUNED-BHERSAM ESTATE, TA-VAGRA, GIDC SAYKH, BHARUCH-392140",BHARUCH,Gujarat,India,392140,1,1,24AAACD5352M1ZN,Registered Regular,Customer,IMP-20260324-CUST-0372
MAHADEV AUTOMOBILES,Billing,RANOLI COMMERCIAL COMPLEX,"RANOLI GIDC, N.H.NO. 8, RANOLI, VADODARA",VADODARA,Gujarat,India,,1,1,24BHTPP7917A1Z4,Registered Regular,Supplier,IMP-20260324-SUP-0807
RAMA PHOSPHATES LTD.,Billing,"4807-11, JHAMAR KOTRA ROAD","UMRA, UDAIPUR-313901, RAJASTHAN",UDAIPUR,Rajasthan,India,313901,1,1,08AAACR7191Q1ZM,Registered Regular,Customer,IMP-20260324-CUST-0373
M.D.TARIQUE NATIONAL AUTO ELECTRICALS,Billing,NR.RAILWAY CROSSING,"OPP. JAY NARAYAN COMPLEX, NR. DAHEJ CHOKDI, DAHEJ, BHARUCH","DAHEJ, BHARUCH",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0809
SHRI LAL AUTO PARTS,Billing,NATIONAL HIGHWAY 8-A,"18, M. J. SHOPPING CENTRE, JASHAPAR CHOKDI, SAYLA",SAYLA,Gujarat,India,,1,1,24ARJPP1177B1ZO,Registered Regular,Supplier,IMP-20260324-SUP-0811
SUPER AUTO ENGI. WORKS,Billing,LALAJI MAHARAJ ROAD,"MADHAV COMPLEX, G.I.D.C, N.H-8, SAYLA",SAYLA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0812
ASHA AUTO SPARE PARTS,Billing,VASUKI COMPLEX,"GAYA MATA MANDIR, SUDAMDA ROAD, SAYLA, SURENDRANAGAR","SAYLA, SURENDRANAGAR",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0813
RISHI KIRAN ROADLINES,Billing,"PLOT.NO.8, SECTOR-8","OPP. POST OFFICE, GANDHIDHAM, KUTCH-370201 (GUJARAT)",KUTCH- (GUJARAT),Gujarat,India,370201,1,1,24AACFK1870E1ZQ,Registered Regular,Customer,IMP-20260324-CUST-0374
SHREE RAM CORPORATION,Billing,MAHARASHTRA,,Maharashtra,Maharashtra,India,,1,1,27AEVPT5506R1ZB,Registered Regular,Supplier,IMP-20260324-SUP-0814
DHANLAXMI SPRING WORKS,Billing,"11, SEKHON CHAMBER","B/H. MINAL PETROL PUMP, G.I.D.C., RANOLI, VADODARA.",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0816
SANDHU MOTORS,Billing,PINDWADA ROAD,"N.H. 27, NAVAL PLAZA, UDAIPUR (RAJ.)",UDAIPUR (RAJ.),Rajasthan,India,,1,1,08GKVPS3569B1ZF,Registered Regular,Supplier,IMP-20260324-SUP-0819
AFTAAR AUTO SPAYER PARTS NISHA DIESEL MOTOR GARAGE,Billing,UDAIPUR (RAJ.),,UDAIPUR (RAJ.),Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0821
SHOAIB BOOSTER WORKS,Billing,KHETESHWAR HOTEL,"KADODARA KAMREJ HIGHWAY, UMBHEL",UMBHEL,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0822
HANUMANTA TRADERS,Billing,VILL. JAMALPUR SHEIKHAN,"TOHANA-125120, DIST:- FATEHABAD., HARYANA",DIST:- FATEHABAD,Haryana,India,125120,1,1,06ACUPK3322K1ZD,Registered Regular,Customer,IMP-20260324-CUST-0375
K.G.N. MOTOR GARAGE,Billing,RAJASTHAN,,Rajasthan,Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0824
RAMDEV MOTOR GARAGE,Billing,ANNU COMPLEX,"NH-50, NEAR TOLL PLAZA, HITNAL CROSS, DT. KOPPAL, KARNATAKA","DT. KOPPAL, KARNATAKA",Karnataka,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0825
JAI DHANOOP AUTOMOBILES,Billing,ANU COMPLEX,"ROOM NO. 10, NH-63, NEAR TOOL PLAZA, HITNAL CROSS. DIST. KOPPAL",HITNAL CROSS. DIST. KOPPAL,Karnataka,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0826
WELCOME MOTORS,Billing,DURGESHWARI COMPOUND,"JAMBUVA BRIDGE, NH-8, VADODARA","NH-8, VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0829
P I INDUSTRIES LTD,Billing,"PLOT NO 29/2, VILL: SAROD","STERLING SEZ INFRASTR, VALIPOR, JAMBUSAR, BHARUCH-392180",BHARUCH,Gujarat,India,392180,1,1,24AABCP2183M3Z9,Registered Regular,Customer,IMP-20260324-CUST-0376
TRANS-PACIFIC CORPORATION PVT LTD.,Billing,"110, NARAYAN GARDEN","OPP. YASH COMPLEX, GOTRI -VUDA ROAD, GOTRI, VADODARA-390021","GOTRI, VADODARA",Gujarat,India,390021,1,1,24AAGCT0732M1ZB,Registered Regular,Customer,IMP-20260324-CUST-0377
M.D. SHAHUD TYRE SERVICE,Billing,PLOT NO. 821,"G.I.D.C. RANOLI, VADODARA",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0831
KAYRPEE VANIJYA PVT LTD,Billing,"II, SYNERGY HOUSE-II","SUBHANPURA-GORWA ROAD, SUBHANPURA, VADODARA-390023",VADODARA,Gujarat,India,390023,1,1,24AAACK8161H1ZM,Registered Regular,Customer,IMP-20260324-CUST-0378
AAP CHEM.,Billing,"C-366, GIDC, SAYAKHA IND ESTATE","HIGHWAY 161, P.O. ARAGAMA, DIST: BHARUCH-392012",DIST: BHARUCH,Gujarat,India,392012,1,1,24AWAPP5444P1Z4,Registered Regular,Customer,IMP-20260324-CUST-0379
G. S. BREAKDOWN,Billing,NR. GHANSHYAM PETROL PUMP,"N. H. NO. 8, JETALPUR, AHMEDABAD - 382426",AHMEDABAD,Gujarat,India,382426,1,1,24AGSPK9438L1ZM,Registered Regular,Supplier,IMP-20260324-SUP-0834
B ROSHANLAL CHEMICALS(a unit of B ROSHANLAL CHEMICALS PVT LTD),Billing,"15/2, ABHISHEK NAGAR","PALDA, DIST: INDORE-452007, MADHYA PRADESH",DIST: INDORE,Madhya Pradesh,India,452007,1,1,23AADCB8379F1ZM,Registered Regular,Customer,IMP-20260324-CUST-0380
HDFC BANK LTD - CA,Billing,SHINE PLAZA,"NEAR NATU BHAI CIRCLE, GOTRI ROAD, VADODARA",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0836
CHANDMAL BHARAKTIYA,Billing,CHITTORGARH,,CHITTORGARH,Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0837
MOTI COLOUR COMPANY,Billing,"3 RD, PHASE, G-71A","INDUSTRIAL AREA, BARMER, BALOTRA, RAJASTHAN-344022",BALOTRA,Rajasthan,India,344022,1,1,08ABVPA1599A1ZM,Registered Regular,Customer,IMP-20260324-CUST-0381
TAX RESOURCE GROUP,Billing,"201-207, SILVERLINE COMPLEX","BESIDES WORLD TRADE CENTRE, SAYAJIGUNJ, VADODARA","SAYAJIGUNJ, VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0840
MARUTI SALES,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AKNPP8674Q1ZZ,Registered Regular,Supplier,IMP-20260324-SUP-0841
MUNNA MOTOR GARAGE,Billing,"N.H. NO. 8, RANOLI CROSSING","RANOLI, BARODA","RANOLI, BARODA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0842
JAYRAJ SERVICE STATION,Billing,RANOLI CHOKDI,"BESIDE MARUTI COLD STORAGE, DIST. VADODARA.",DIST. VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0843
SHREEJI AUTOWORLD,Billing,"10-B, GIDC, RANOLI",VADODARA,VADODARA,Gujarat,India,,1,1,24AFEFS0810B1ZQ,Registered Regular,Supplier,IMP-20260324-SUP-0844
DHARMENDRA SHOW REPAIRING,Billing,RANOLI,,VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0845
BHARAT AUTO ELECTRIC,Billing,H.P PETROL PUMP,"MAHALI ROAD, PADARA",PADARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0846
SAFAL SOFTCOM,Billing,AHMEDABAD,,AHMEDABAD,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0847
AKSHAY CHEMIX,Billing,"693/1, RS NO. 646, OPP. IOC PETROLPUMP","PADRA JAMBUSAR ROAD, KANZAT, TALUKA. PADRA, VADODARA (GUJARAT)",VADODARA (GUJARAT),Gujarat,India,,1,1,24AASFA7527L1ZZ,Registered Regular,Customer,IMP-20260324-CUST-0382
PRAKASH CHEMICALS AGENCIES PVT LTD,Billing,"PLOT, NO. 20, 21 & 22","R.K. CO.OPERATIVE WARE HOUSE, B/H ALFA HOTAL, NEAR TATA STEEL, NAROL-ASIALL ROAD, AHMEDABAD-382427",AHMEDABAD.,Gujarat,India,382427,1,1,24AACCP6646G1ZF,Registered Regular,Customer,IMP-20260324-CUST-0383
SHIVAM TYRES,Billing,"PLOT NO.77, SEC-9/C N.H.8/A","GANDHIDHAM, KACHCHH","GANDHIDHAM,KACHCHH",Gujarat,India,,1,1,24ACGPT2788J1Z2,Registered Regular,Supplier,IMP-20260324-SUP-0848
SAGAR TYRE HOUSE,Billing,"BHAGWAN GANJ, SAGAR",,"BHAGWAN GANJ,SAGAR",Madhya Pradesh,India,,1,1,23ADFS8306B1ZW,Registered Regular,Supplier,IMP-20260324-SUP-0849
Rakesh Parsottamdas Surti,Billing,Baroda,,Baroda,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0850
RISHABHDEV AUTOMOBILES-1,Billing,UDAIPUR,,UDAIPUR,Rajasthan,India,,1,1,08AAMFR8833L1ZF,Registered Regular,Supplier,IMP-20260324-SUP-0851
RATHOD TYRES,Billing,GUJARAT,,Gujarat,Gujarat,India,,1,1,24ABUPR7313Q1ZR,Registered Regular,Supplier,IMP-20260324-SUP-0853
ROHAN DYES & INTERMEDIATES LTD.,Billing,"PLOT.NO. 123, PHASE-1","G.I.D.C. VATVA, AHMEDABAD-382445",AHMEDABAD,Gujarat,India,382445,1,1,24AAACR1848N2Z5,Registered Regular,Customer,IMP-20260324-CUST-0384
APCO MOTORS,Billing,"106, SIPRA ICON","OPP. KRISHNA PARK HOTEL, KAPURAI CHOWKADI, DABHOI ROAD, VADODARA","DABHOI ROAD, VADODARA",Gujarat,India,,1,1,24AAEFA1563C1Z4,Registered Regular,Supplier,IMP-20260324-SUP-0855
KP TRUCKING PRIVATE LIMITED,Billing,NATIONAL HIGHWAY 48,"AROMA HOTEL, SARANGPORE, ANKLESHWAR, BHARUCH",BHARUCH,Gujarat,India,,1,1,24AADCW5865B1ZE,Registered Regular,Supplier,IMP-20260324-SUP-0856
Shri Sonal Tyres,Billing,Gandhidham,,Gandhidham,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0857
BRIGHT AUTO ELECTICIAN WORK,Billing,Nr.GACL CHOKDI,"DAHEJ, DIST.BHARUCH, 392130",DIST.BHARUCH,Gujarat,India,392130,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0858
BAJRANG BREAKDOWN SERVICE,Billing,SWAGAT HOTEL,"MOTI NAROLI, SURAT",SURAT,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0859
E Grace,Billing,Baroda,,Baroda,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0860
ANANT AUTOMOBILIES,Billing,"A-1/2, RANOLI GIDC",VADODARA-391350,VADODARA,Gujarat,India,391350,1,1,24AGWPP0034B1ZO,Registered Regular,Supplier,IMP-20260324-SUP-0861
NEW TAJ TYRE AGENCY,Billing,14th Mile,"T-Point, Amravati Road, Nagpur",Nagpur,Maharashtra,India,,1,1,27CMTPA8375B1ZT,Registered Regular,Supplier,IMP-20260324-SUP-0862
VANTAGE COMMERCIAL VEHICLES,Billing,"KOGTA BHAWAN, 209","OLD MALARIA OFFICE, SIRKI MOHALLA, Bhilwara, Rajasthan","Bhilwara, Rajasthan",Rajasthan,India,,1,1,08AARFV9567A1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0863
KUTCH SPECIALITIES PVT LTD.,Billing,SURVEY NO 185,"VILLAGE:- VARRSANA, TAL:- ANJAR., KACHCHH-370110, GUJARAT",KACHCHH,Gujarat,India,370110,1,1,24AAHCK9204C1ZV,Registered Regular,Customer,IMP-20260324-CUST-0385
RAMI INSULATORS,Billing,PLOT NO 226.G.I.D.C,"NEAR RAILWAY CROSSING, NANDESARI",VADODARA,Gujarat,India,,1,1,24AISPG4775C1Z6,Registered Regular,Supplier,IMP-20260324-SUP-0864
NEW INDIA ACID (BARODA) PVT.LTD.,Billing,"1, PARVATINAGAR SOCIETY U-3","B/H JALARAM APPARTMENT, SUBHANPURA-390023, VADODARA",VADODARA,Gujarat,India,390023,1,1,24AABCN8697C1ZB,Registered Regular,Customer,IMP-20260324-CUST-0386
D.S. OIL CARRIER,Billing,GAGAN CHOWNK,"OPP.CANADIAN PAYING GUEST HOUSE, RAJPURA-140401",RAJPURA,Punjab,India,140401,1,1,,Unregistered,Customer,IMP-20260324-CUST-0387
RAMKEVAL YADAV,Billing,"JAGRUP, PURE, CHAUBEY BHARETHA","DEVRAHA, DEORAHA, P.O.: DEORAHA, DIST: AMETHI",DIST: AMETHI,Uttar Pradesh,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0868
SBL ENERGY LIMITED (NAGPUR),Billing,"115, 116 POST ROULGAON YENVERA","TEHSIL:-KATOL, DIST:- NAGPUR-441502, MAHARASHTRA",DIST:- NAGPUR,Maharashtra,India,441502,1,1,27AADCA3124B1ZE,Registered Regular,Customer,IMP-20260324-CUST-0388
JAYA SPECIALITY CHEMICALS PVT LTD,Billing,"4/1, 4/2, 4/3, VILLAGE MOHANDI","JABANDHA, RAJNANDGAON, CHHATISGARH.-491444",CHHATISGARH,Chhattisgarh,India,491444,1,1,22AAECJ6976B1ZO,Registered Regular,Customer,IMP-20260324-CUST-0389
ARVIND AUTOMOBILES,Billing,ASHOK NAGAR,"NH-6 MAIN ROAD, LAKHANI",LAKHANI,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0870
BHARAT ENGINEERING WORKS,Billing,NATIONAL HIGHWAY ROAD,"ASHOK NAGAR, LAKHANI",LAKHANI,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0871
GURU RAM DASJI AUTOMOBILE,Billing,DAHEJ,,DAHEJ,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0872
KANDLA MOTORS PVT.LTD,Billing,"WARD 12/B, 108 PLOT NO 356","GOKUL PARK, TAGORE ROAD, GANDHIDHAM, Kachchh","GANDHIDHAM, Kachchh",Gujarat,India,,1,1,24AADCK8949E2ZC,Registered Regular,Supplier,IMP-20260324-SUP-0873
BRAHMANI RASAYAN,Billing,"KH.NO. 37/4, PLOT.NO. 14 B","M D NAGAR, TANAWARA, JODHPUR-342013, RAJASTHAN",JODHPUR,Rajasthan,India,342013,1,1,08ADVPT1866H1ZR,Registered Regular,Customer,IMP-20260324-CUST-0390
NEW ZEEL FASHION WEAR PVT LTD.,Billing,SURVEY NO. 879/1/1,"VILLAGE:- CHHAYAN, THESIL. BADNAWAR, DHAR, MADHYA PRADESH-454660","THESIL. BADNAWAR, DHAR",Madhya Pradesh,India,454660,1,1,23AAICN2787L1Z0,Registered Regular,Customer,IMP-20260324-CUST-0391
APCO AUTOSALES PRIVATE LIMITED,Billing,NATIONAL HIGHWAY 8B,"AHMEDABAD-RAJKOT HIGHWAY, MALIYASAN, RAJKOT","MALIYASAN, RAJKOT",Gujarat,India,,1,1,24AAICA6091L1ZE,Registered Regular,Supplier,IMP-20260324-SUP-0876
B S CHEMICALS,Billing,"SHOP.NO. D-5, TEXTILE MARKET ROAD","BHILWARA, RAJASTHAN--311001","BHILWARA, RAJASTHAN",Rajasthan,India,311001,1,1,08ABRPD8363M1ZY,Registered Regular,Customer,IMP-20260324-CUST-0392
BHARAT CHEMICAL COMPANY,Billing,"PLOT.NO. 88, 89, 90","SHREE RAM ESTATE, NR. BATLIBOI CO. BHEDWAD, SURAT-394220",SURAT,Gujarat,India,394220,1,1,24AUVPP7091H1ZX,Registered Regular,Customer,IMP-20260324-CUST-0393
SHREENATH ACIDCHEM PVT LTD-AMD,Billing,"B-166, C-1 G.I.D.C. ESTATE","PHASE-II AMBICA CROSS ROAD, AHMEDABAD-382445, GUJARAT",AHMEDABAD,Gujarat,India,382445,1,1,24ABICS5400N1Z7,Registered Regular,Customer,IMP-20260324-CUST-0394
SARASWATI ROADLINES PVT. LTD.,Billing,"319, SOHAM ARCADE","BAGHBAN CIRCLE, GAURAVPATH ROAD, PAL, SURAT-395009",SURAT,Gujarat,India,395009,1,1,24ABJCS9210R1ZQ,Registered Regular,Customer,IMP-20260324-CUST-0395
BODAL CHEMICALS LTD-UNIT-XII,Billing,CHARATRAMPUR,"VILLAGE: KHADAULI, /SARDARGARH, P.O. RAJPURA DIST: PATIALA, PUNJAB-140401",P.O. RAJPURA DIST: PATIALA,Punjab,India,140401,1,1,03AAACD5352M2ZQ,Registered Regular,Customer,IMP-20260324-CUST-0396
INDIA BATTERY AND WORK SHOP,Billing,FATEHNAGAR ROAD,"DARIBA, RAJSAMAND (RAJ.)",RAJSAMAND (RAJ.),Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0880
SHRI KAMAL SALES,Billing,"BLOCK K -402, SHHRADHA PIONEER","OPP. RADHE UPVAN, MEHMDABAD HIGHWAY, HATHIJAN, AHMEDABAD","HATHIJAN, AHMEDABAD",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0881
Shree Umiya Automobiles,Billing,"2, Jaydeep Complex, Nr.Railway Crossing","Dahej, Tal.Vagra, Bharuch",Bharuch,Gujarat,India,,1,1,24ARGPP9094E1ZH,Registered Regular,Supplier,IMP-20260324-SUP-0882
KASHIRAM VERMA KAMAL WORK SHOP,Billing,NR. GACL CHOWKDI,"DAHEJ MAIN ROAD, BHARUCH (GUJ.)",BHARUCH (GUJ.),Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0883
ROYAL SUNDARAM GENERAL INSURANCE CO. LTD,Billing,"PELICAN, 3rd FLOOR, ABHISHEK COLONY","RACE COURSE CIRCLE, VADOARA","RACE COURSE CIRCLE, VADOARA",Gujarat,India,,1,1,24AABCR7106G1ZP,Registered Regular,Supplier,IMP-20260324-SUP-0884
COALFIELD EQUIPMENTS PVT LTD,Billing,"G.T. ROAD, KASHITAND","BARWADDA, Dhanbad, Jharkhand","BARWADDA, Dhanbad",Jharkhand,India,,1,1,20AAECC4900C1ZL,Registered Regular,Supplier,IMP-20260324-SUP-0886
RIZWAN ROADLINES,Billing,MAITRI PLANET NX FLATE NO. B/901,"PLOT NO. 10 & 11, SECTOR - 35/I, KHARGHAR, NAVI MUMBAI - 410210 (M.H.)",NAVI MUMBAI -  (M.H.),Maharashtra,India,410210,1,1,,Unregistered,Customer,IMP-20260324-CUST-0397
SHRIRAM SERVO SERVICES,Billing,DEALER-INDIAN OIL CORPORATION,"NH-3, MUMBAI AGRA HIGHWAY, MIDC, DHULE-424006",DHULE,,India,424006,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0887
JAI GURU SERVICE STATION,Billing,H.P.FUEL STATION,DHANBAD,DHANBAD,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0889
VIRAG ENTERPRISES,Billing,"19, LAXMI INDUSTRIAL ESTATE","OPP:- B.R.C GATE, UDHNA BHESTAN ROAD, SURAT-394210",SURAT,Gujarat,India,394210,1,1,24AHPPS8701C1ZA,Registered Regular,Customer,IMP-20260324-CUST-0398
SHRI MAHAVIR OIL CARRIER,Billing,RING ROAD NO. 1,"TATIBANDH, RAIPUR-492099, CHHATTISGARH",RAIPUR,Chhattisgarh,India,492099,1,1,22AHDPA0407D1ZJ,Registered Regular,Customer,IMP-20260324-CUST-0399
